,Name,Style
2023,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",fear
2024,Thorpe park fright night booked for me and @JakeTaylorr12  21st something different should be a laugh 🐝,fear
2025,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",fear
2026,"@NancyErvin4 The most ghastly thing is the silence from the #AARP. Trump says he won't touch SS, but his tax plan belies that.  Huge cuts.",fear
2027,Am I the only one with parking sensors who still manages to reverse into things? #nightmare,fear
2028,Am I the only one with parking sensors who still manages to reverse into things? ,fear
2029,@SeanUnfiltered Texans are scared of this bunch! #intimidated,fear
2030,@SeanUnfiltered Texans are scared of this bunch! ,fear
2031,if Man U lose i may actually have a nervous breakdown,fear
2032,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,fear
2033,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,fear
2034,@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' ,fear
2035,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear
2036,@imjustatrankk awe yay wish i could rt /:,fear
2037,@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,fear
2038,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen,fear
2039,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen,fear
2040,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,fear
2041,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear
2042,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",fear
2043,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack ",fear
2044,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,fear
2045,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear,fear
2046,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership ,fear
2047,"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",fear
2048,"@schokokitsune As much as I always eat....so no. -w- \n\nBut I shake all the time, so eeeeh. Maybe I should go see a doctor 'cause of it .w.",fear
2049,0 excitement for this weekend just pure dread,fear
2050,"@TheSummerIsHere Your ass looks horrible! Oh, is that your face?",fear
2051,@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱,fear
2052,"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",fear
2053,@Dolla_DeLotta They wanna bully the Inhuman.,fear
2054,Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water,fear
2055,8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,fear
2056,whats with these boxes when i search google on chrome #horrible #distracting,fear
2057,whats with these boxes when i search google on chrome  #distracting,fear
2058,last nigt i dreamt \nthat somebody loved me\nno hope no harm\njust another false alarm,fear
2059,@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,fear
2060,Remember the #twinkie #scare ???? #tbt,fear
2061," heads melted, very tired but can't sleep. ",fear
2062,"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier",fear
2063,"Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X",fear
2064,"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️",fear
2065,#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated,fear
2066,Why are all of these people leaving Blizzard??? D: It's giving me a frighten!,fear
2067,@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch. #anxiety,fear
2068,@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch. ,fear
2069,@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation,fear
2070,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",fear
2071,Come on girl shake that ass for me,fear
2072,i'm... nervous about this test rip,fear
2073,Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust,fear
2074,"@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay.",fear
2075,There is nothing like being in the shower when the power goes out 😳 #creepy #panic,fear
2076,There is nothing like being in the shower when the power goes out 😳 #creepy ,fear
2077,#smackdev #ptp #start oh yeah!,fear
2078,What's up Cowboys? #horrible,fear
2079,What's up Cowboys? ,fear
2080,Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand,fear
2081,"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂",fear
2082,@kateemick what a nightmare,fear
2083,Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
2084,"Ok this movie was good in it's time, and whilst we were young... 😂 Still enjoy a shy Ethan Hawk #BeforeSunrise",fear
2085,@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking 😕,fear
2086,“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious,fear
2087,“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,fear
2088,#PeopleLikeMeBecause of some unknown reason but I try to discourage it,fear
2089,realising you have no conditioner after already shampooing 😓😓 #nightmare,fear
2090,realising you have no conditioner after already shampooing 😓😓 ,fear
2091,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,fear
2092,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,fear
2093,@syd_viciously I have gained a tremendous amount of respect for @RandPaul over the past couple of years.,fear
2094,@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,fear
2095,"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films!  #horror",fear
2096,"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous",fear
2097,"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay ",fear
2098,@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,fear
2099,@sphiwememela...its bad.I am fearing for my life🙏,fear
2100,"@sandahlcarrie Your comments concern us, Carrie. Please DM your record locator and details.",fear
2101,Looks like I'm going in for my op just over a week or so early! #nervous 🙈🙈🙈,fear
2102,@ykrahs666 @HaiderAlAbadi @HassanRouhani %95 of Iraqi political was fighting with Iran against Iraq in 80s %99 of terror in Iraq is Iranian,fear
2103,@BowkerMorgan awe thanks morgs!!! love u lots girly ❤️😊❤️,fear
2104,This is awful,fear
2105,Do not #worry about anything but #pray about everything.,fear
2106,@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months 😅😅,fear
2107,"@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists",fear
2108,even walking around with my family members who carry guns makes me nervous and theyre my family....,fear
2109,First College Math Test tomorrow #nervous,fear
2110,First College Math Test tomorrow ,fear
2111,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,fear
2112,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,fear
2113,So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,fear
2114,"Wtf are United doing, shocking defending",fear
2115,Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,fear
2116,@drunkafzayn @vogueszap yes it's shocking how islamophobic Indias are considering how many Muslims live there,fear
2117,day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,fear
2118,@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great people👍🏻👍🏻,fear
2119,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",fear
2120,"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. ",fear
2121,Not sure if thats an accomplishment or something to worry about,fear
2122,When you get to a point as an officer that you are in fear for your life you sir need to change professions,fear
2123,"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak",fear
2124,#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,fear
2125,"When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife",fear
